"","ensembl_gene_id","ensembl_transcript_id","chromosome_name","percentage_gc_content","entrezgene","hgnc_symbol","hgnc_transcript_name","strand","band","transcript_length"
"135312","ENSG00000180730","ENST00000319420","13",46.92,387914,"SHISA2","SHISA2-001",-1,"q12.13",2860
"135313","ENSG00000178343","ENST00000319234","4",50.29,152573,"SHISA3","SHISA3-001",1,"p13",1971
"135315","ENSG00000198892","ENST00000362011","1",58.4,149345,"SHISA4","SHISA4-001",1,"q32.1",1341
"135317","ENSG00000164054","ENST00000296444","3",50.89,51246,"SHISA5","SHISA5-001",-1,"p21.31",2369
"135335","ENSG00000188803","ENST00000441885","17",43.68,388336,"SHISA6","SHISA6-001",1,"p12",7575
"135339","ENSG00000187902","ENST00000376325","19",56.95,101928843,"SHISA7","SHISA7-002",-1,"q13.42",6033
"135343","ENSG00000234965","ENST00000457093","22",63.5,440829,"SHISA8","SHISA8-001",-1,"q13.2",486
"135348","ENSG00000237515","ENST00000558583","16",43.22,729993,"SHISA9","SHISA9-202",1,"p13.12",6726
"135350","ENSG00000160410","ENST00000291842","19",53.53,92799,"SHKBP1","SHKBP1-001",1,"q13.2",2363
"135382","ENSG00000176974","ENST00000582352","17",49.89,102466733,"SHMT1","SHMT1-010",-1,"p11.2",2756
"135405","ENSG00000182199","ENST00000554467","12",56.68,6472,"SHMT2","SHMT2-002",1,"q13.3",3416
"135436","ENSG00000108061","ENST00000369452","10",35.08,8036,"SHOC2","SHOC2-001",1,"q25.2",3943
"135446","ENSG00000185960","ENST00000381578","X",51.23,6473,"SHOX","SHOX-202",1,"p22.33",3757
"135447","ENSG00000168779","ENST00000490689","3",47.82,6474,"SHOX2","SHOX2-004",-1,"q25.32",2975
"135453","ENSG00000197417","ENST00000225519","17",50.5,23729,"SHPK","SHPK-001",-1,"p13.2",3838
"135458","ENSG00000146414","ENST00000433355","6",35.43,257218,"SHPRH","SHPRH-007",-1,"q24.3",11660
"135464","ENSG00000144736","ENST00000468371","3",39.56,55164,"SHQ1","SHQ1-002",-1,"p13",4024
"135472","ENSG00000164403","ENST00000378679","5",60.03,134549,"SHROOM1","SHROOM1-001",-1,"q31.1",4019
"135479","ENSG00000146950","ENST00000380913","X",47.43,357,"SHROOM2","SHROOM2-001",1,"p22.2",7447
"135483","ENSG00000138771","ENST00000296043","4",41.27,100996628,"SHROOM3","SHROOM3-001",1,"q21.1",11020
"135507","ENSG00000158352","ENST00000376020","X",40.17,57477,"SHROOM4","SHROOM4-201",-1,"p11.22",9556
"135513","ENSG00000090402","ENST00000264382","3",31.26,6476,"SI","SI-001",-1,"q26.1",6011
"135516","ENSG00000110013","ENST00000263593","11",40.66,54414,"SIAE","SIAE-001",-1,"q24.2",5583
"135523","ENSG00000196470","ENST00000380006","16",45.2,6477,"SIAH1","SIAH1-003",-1,"q12.1",3352
"135529","ENSG00000181788","ENST00000312960","3",44.98,6478,"SIAH2","SIAH2-001",-1,"q25.1",2517
"135532","ENSG00000215475","ENST00000400405","13",44.78,283514,"SIAH3","SIAH3-001",-1,"q14.13",4030
"135533","ENSG00000072858","ENST00000264852","3",40.79,54847,"SIDT1","SIDT1-001",1,"q13.2",5080
"135545","ENSG00000149577","ENST00000324225","11",55.97,51092,"SIDT2","SIDT2-001",1,"q23.3",4406
"135568","ENSG00000185187","ENST00000527295","11",65.22,59307,"SIGIRR","SIGIRR-003",-1,"p15.5",1867
"135587","ENSG00000088827","ENST00000344754","20",56.25,6614,"SIGLEC1","SIGLEC1-001",-1,"p13",6720
"135590","ENSG00000142512","ENST00000353836","19",53.94,89790,"SIGLEC10","SIGLEC10-002",-1,"q13.41",3109
"135602","ENSG00000161640","ENST00000447370","19",52.02,114132,"SIGLEC11","SIGLEC11-001",-1,"q13.33",3173
"135606","ENSG00000254521","ENST00000291707","19",50.41,89858,"SIGLEC12","SIGLEC12-001",-1,"q13.41",2121
"135608","ENSG00000254415","ENST00000360844","19",54.84,100049587,"SIGLEC14","SIGLEC14-001",-1,"q13.41",2035
"135614","ENSG00000197046","ENST00000593178","18",53.62,284266,"SIGLEC15","SIGLEC15-003",1,"q12.3",2580
"135615","ENSG00000161643","ENST00000602139","19",58.13,NA,"SIGLEC16","SIGLEC16-001",1,"q13.33",2510
"135620","ENSG00000105501","ENST00000222107","19",45.07,8778,"SIGLEC5","SIGLEC5-201",-1,"q13.41",2498
"135622","ENSG00000105492","ENST00000346477","19",47.86,946,"SIGLEC6","SIGLEC6-002",-1,"q13.41",1940
"135632","ENSG00000168995","ENST00000317643","19",48.93,27036,"SIGLEC7","SIGLEC7-002",1,"q13.41",1754
"135638","ENSG00000105366","ENST00000321424","19",51.85,27181,"SIGLEC8","SIGLEC8-002",-1,"q13.41",2949
"135642","ENSG00000129450","ENST00000440804","19",47.77,27180,"SIGLEC9","SIGLEC9-002",1,"q13.41",1960
"135644","ENSG00000147955","ENST00000378892","9",57.25,10280,"SIGMAR1","SIGMAR1-002",-1,"p13.3",1743
"135651","ENSG00000142178","ENST00000270162","21",56.06,150094,"SIK1","SIK1-001",-1,"q22.3",4712
"135653","ENSG00000170145","ENST00000304987","11",39.65,23235,"SIK2","SIK2-001",1,"q23.1",9678
"135656","ENSG00000160584","ENST00000445177","11",40.48,23387,"SIK3","SIK3-002",-1,"q23.3",6331
"135672","ENSG00000052723","ENST00000369528","1",36.9,80143,"SIKE1","SIKE1-002",-1,"p13.2",5506
"135682","ENSG00000120725","ENST00000394817","5",44.78,64374,"SIL1","SIL1-001",-1,"q31.2",1923
"135697","ENSG00000112246","ENST00000369208","6",39.73,6492,"SIM1","SIM1-001",-1,"q16.3",8430
"135703","ENSG00000159263","ENST00000290399","21",51.12,6493,"SIM2","SIM2-001",1,"q22.13",4442
"135707","ENSG00000169375","ENST00000394947","15",44.13,25942,"SIN3A","SIN3A-001",-1,"q24.2",6737
"135724","ENSG00000127511","ENST00000379803","19",52.97,23309,"SIN3B","SIN3B-003",1,"p13.11",5129
"135738","ENSG00000213445","ENST00000394224","11",60.73,6494,"SIPA1","SIPA1-003",1,"q13.1",3628
"135756","ENSG00000197555","ENST00000555818","14",39.56,26037,"SIPA1L1","SIPA1L1-002",1,"q24.2",7831
"135763","ENSG00000116991","ENST00000366630","1",41.11,57568,"SIPA1L2","SIPA1L2-001",-1,"q42.2",6690
"135769","ENSG00000105738","ENST00000222345","19",49.76,23094,"SIPA1L3","SIPA1L3-001",1,"q13.13",7987
"135783","ENSG00000198053","ENST00000358771","20",51.23,140885,"SIRPA","SIRPA-001",1,"p13",3996
"135784","ENSG00000101307","ENST00000381605","20",44.1,100653194,"SIRPB1","SIRPB1-001",-1,"p13",3241
"135816","ENSG00000196209","ENST00000359801","20",44.05,284759,"SIRPB2","SIRPB2-001",-1,"p13",2642
"135825","ENSG00000125900","ENST00000381623","20",40.5,128646,"SIRPD","SIRPD-002",-1,"p13",1958
"135827","ENSG00000089012","ENST00000381580","20",43.73,55423,"SIRPG","SIRPG-001",-1,"p13",1732
"135833","ENSG00000096717","ENST00000212015","10",40.87,23411,"SIRT1","SIRT1-001",1,"q21.3",4094
"135839","ENSG00000068903","ENST00000479290","19",53.54,22933,"SIRT2","SIRT2-004",-1,"q13.2",4734
"135858","ENSG00000142082","ENST00000529937","11",48.61,23410,"SIRT3","SIRT3-006",-1,"p15.5",2627
"135874","ENSG00000089163","ENST00000202967","12",48.77,23409,"SIRT4","SIRT4-001",1,"q24.31",1217
"135880","ENSG00000124523","ENST00000606117","6",42.36,23408,"SIRT5","SIRT5-002",1,"p23",3922
"135885","ENSG00000077463","ENST00000337491","19",57.91,51548,"SIRT6","SIRT6-001",-1,"p13.3",1641
"135898","ENSG00000187531","ENST00000574992","17",57.62,51547,"SIRT7","SIRT7-007",-1,"q25.3",3445
"135919","ENSG00000137078","ENST00000259608","9",60.15,27240,"SIT1","SIT1-001",-1,"p13.3",1231
"135928","ENSG00000184990","ENST00000556431","14",52.32,10572,"SIVA1","SIVA1-003",1,"q32.33",4142
"135930","ENSG00000126778","ENST00000247182","14",50.39,6495,"SIX1","SIX1-001",-1,"q23.1",3996
"135935","ENSG00000170577","ENST00000303077","2",59.16,10736,"SIX2","SIX2-001",-1,"p21",2205
"135936","ENSG00000138083","ENST00000260653","2",57.4,6496,"SIX3","SIX3-001",1,"p21",2658
"135937","ENSG00000100625","ENST00000216513","14",44.07,51804,"SIX4","SIX4-001",-1,"q23.1",6285
"135940","ENSG00000177045","ENST00000317578","19",67.67,147912,"SIX5","SIX5-001",-1,"q13.32",3318
"135943","ENSG00000184302","ENST00000327720","14",53.05,4990,"SIX6","SIX6-001",1,"q23.1",2787
"135944","ENSG00000154839","ENST00000285116","18",39.41,220134,"SKA1","SKA1-001",1,"q21.1",2905
"135952","ENSG00000182628","ENST00000330137","17",41.24,348235,"SKA2","SKA2-001",-1,"q22",2798
"135964","ENSG00000165480","ENST00000314759","13",39.84,221150,"SKA3","SKA3-001",-1,"q12.11",2919
"135970","ENSG00000141293","ENST00000584709","17",39.13,8631,"SKAP1","SKAP1-003",-1,"q21.32",1687
"135977","ENSG00000005020","ENST00000345317","7",36.94,8935,"SKAP2","SKAP2-001",-1,"p15.2",3998
"135987","ENSG00000157933","ENST00000378536","1",57.48,6497,"SKI","SKI-001",1,"p36.33",5613
"135998","ENSG00000136603","ENST00000458537","3",39.63,6498,"SKIL","SKIL-001",1,"q26.2",7182
"136003","ENSG00000242267","ENST00000401057","1",39.49,391037,"SKINTL","SKINTL-003",-1,"p33",817
"136049","ENSG00000204351","ENST00000465703","6",54.18,6499,"SKIV2L","SKIV2L-002",1,"p21.33",4507
"136091","ENSG00000039123","ENST00000230640","5",36.85,23517,"SKIV2L2","SKIV2L2-001",1,"q11.2",4192
"136104","ENSG00000188779","ENST00000380035","15",60.14,390598,"SKOR1","SKOR1-003",1,"q23",3675
"136106","ENSG00000113558","ENST00000353411","5",41.25,6500,"SKP1","SKP1-001",-1,"q31.1",9467
"136120","ENSG00000145604","ENST00000274255","5",39.76,6502,"SKP2","SKP2-002",1,"p13.2",3759
"136127","ENSG00000155926","ENST00000338087","8",46.56,6503,"SLA","SLA-003",-1,"q24.22",3447
"136150","ENSG00000101082","ENST00000262866","20",50.43,84174,"SLA2","SLA2-001",-1,"q11.23",2757
"136153","ENSG00000139737","ENST00000466548","13",36.75,122060,"SLAIN1","SLAIN1-009",1,"q22.3",2637
"136169","ENSG00000109171","ENST00000264313","4",37.94,57606,"SLAIN2","SLAIN2-001",1,"p11",6299
"136174","ENSG00000117090","ENST00000302035","1",42.25,6504,"SLAMF1","SLAMF1-001",-1,"q23.3",4006
"136179","ENSG00000162739","ENST00000368059","1",39.67,114836,"SLAMF6","SLAMF6-002",-1,"q23.2",2743
"136187","ENSG00000026751","ENST00000484221","1",44.04,57823,"SLAMF7","SLAMF7-004",1,"q23.3",3542
"136192","ENSG00000158714","ENST00000289707","1",49.75,56833,"SLAMF8","SLAMF8-001",1,"q23.2",2996
"136199","ENSG00000162723","ENST00000368093","1",51.39,89886,"SLAMF9","SLAMF9-001",-1,"q23.2",1156
"136201","ENSG00000163950","ENST00000489418","4",47.01,7884,"SLBP","SLBP-001",-1,"p16.3",1977
"136206","ENSG00000100652","ENST00000216540","14",43.07,6554,"SLC10A1","SLC10A1-001",-1,"q24.2",2049
"136207","ENSG00000125255","ENST00000245312","13",39.31,6555,"SLC10A2","SLC10A2-001",-1,"q33.1",3777
"136212","ENSG00000126903","ENST00000263512","X",60.79,8273,"SLC10A3","SLC10A3-201",-1,"q28",2127
"136218","ENSG00000145248","ENST00000273861","4",44.38,201780,"SLC10A4","SLC10A4-001",1,"p11",1790
"136219","ENSG00000253598","ENST00000518568","8",38.9,347051,"SLC10A5","SLC10A5-001",-1,"q21.13",2568
"136220","ENSG00000145283","ENST00000273905","4",40.98,345274,"SLC10A6","SLC10A6-001",-1,"q21.3",1502
"136222","ENSG00000120519","ENST00000432059","4",36.95,84068,"SLC10A7","SLC10A7-002",-1,"q31.22",3747
"136233","ENSG00000018280","ENST00000468221","2",55.34,6556,"SLC11A1","SLC11A1-009",1,"q35",5772
"136277","ENSG00000110911","ENST00000394904","12",43.54,4891,"SLC11A2","SLC11A2-201",-1,"q13.12",4156
"136285","ENSG00000074803","ENST00000560692","15",38.11,6557,"SLC12A1","SLC12A1-008",1,"q21.1",8632
"136289","ENSG00000064651","ENST00000262461","5",35.24,6558,"SLC12A2","SLC12A2-001",1,"q23.3",6885
"136297","ENSG00000070915","ENST00000438926","16",52.83,6559,"SLC12A3","SLC12A3-001",1,"q13",5567
"136320","ENSG00000124067","ENST00000422611","16",56.91,6560,"SLC12A4","SLC12A4-202",-1,"q22.1",4670
"136328","ENSG00000124140","ENST00000243964","20",53.28,57468,"SLC12A5","SLC12A5-002",1,"q13.12",5989
"136338","ENSG00000140199","ENST00000561080","15",39.48,9990,"SLC12A6","SLC12A6-020",-1,"q14",5407
"136353","ENSG00000113504","ENST00000264930","5",62.04,10723,"SLC12A7","SLC12A7-001",-1,"p15.33",5272
"136374","ENSG00000221955","ENST00000423114","3",42.7,84561,"SLC12A8","SLC12A8-202",-1,"q21.2",3484
"136387","ENSG00000146828","ENST00000487651","7",51.93,56996,"SLC12A9","SLC12A9-007",1,"q22.1",4462
"136393","ENSG00000081800","ENST00000194130","7",35.73,6561,"SLC13A1","SLC13A1-001",-1,"q31.32",3815
"136397","ENSG00000007216","ENST00000444914","17",52.55,9058,"SLC13A2","SLC13A2-002",1,"q11.2",2855
"136411","ENSG00000158296","ENST00000279027","20",44.81,64849,"SLC13A3","SLC13A3-001",-1,"q13.12",4017
"136427","ENSG00000164707","ENST00000471405","7",46.81,26266,"SLC13A4","SLC13A4-002",-1,"q33",7186
"136433","ENSG00000141485","ENST00000574580","17",51.78,284111,"SLC13A5","SLC13A5-007",-1,"p13.1",5360
"136444","ENSG00000141469","ENST00000321925","18",43.09,6563,"SLC14A1","SLC14A1-002",1,"q12.3",3971
"136465","ENSG00000132874","ENST00000255226","18",42.88,101930602,"SLC14A2","SLC14A2-001",1,"q12.3",4167
"136476","ENSG00000088386","ENST00000376503","13",44.51,6564,"SLC15A1","SLC15A1-001",-1,"q32.3",3106
"136478","ENSG00000163406","ENST00000489711","3",39.96,6565,"SLC15A2","SLC15A2-001",1,"q13.33",5673
"136489","ENSG00000110446","ENST00000543406","11",52.85,51296,"SLC15A3","SLC15A3-006",-1,"q12.2",4579
"136494","ENSG00000139370","ENST00000266771","12",45.87,121260,"SLC15A4","SLC15A4-001",-1,"q24.33",2776
"136502","ENSG00000188991","ENST00000344941","12",36.22,729025,"SLC15A5","SLC15A5-001",-1,"p12.3",2923
"136509","ENSG00000155380","ENST00000538576","1",40.76,6566,"SLC16A1","SLC16A1-202",-1,"p13.2",4374
"136515","ENSG00000112394","ENST00000368850","6",40.18,117247,"SLC16A10","SLC16A10-002",1,"q21",10051
"136516","ENSG00000174326","ENST00000308009","17",66.96,162515,"SLC16A11","SLC16A11-001",-1,"p13.1",1803
"136522","ENSG00000152779","ENST00000341233","10",40.16,387700,"SLC16A12","SLC16A12-201",-1,"q23.31",4622
"136523","ENSG00000174327","ENST00000308027","17",55.87,201232,"SLC16A13","SLC16A13-001",1,"p13.1",1748
"136525","ENSG00000163053","ENST00000295190","2",42.85,151473,"SLC16A14","SLC16A14-001",-1,"q36.3",4390
"136532","ENSG00000147100","ENST00000276033","X",43.64,6567,"SLC16A2","SLC16A2-201",1,"q13.2",4363
"136545","ENSG00000141526","ENST00000581287","17",59.9,102465472,"SLC16A3","SLC16A3-001",1,"q25.3",4830
"136573","ENSG00000168679","ENST00000369779","1",40.4,9122,"SLC16A4","SLC16A4-001",-1,"p13.3",2632
"136589","ENSG00000170190","ENST00000450736","17",56.22,9121,"SLC16A5","SLC16A5-004",1,"q25.1",2051
"136593","ENSG00000262275","ENST00000571465","HG747_PATCH",44.06,9120,"SLC16A6","SLC16A6-002",-1,"q24.2",3807
"136606","ENSG00000118596","ENST00000261187","12",35.96,9194,"SLC16A7","SLC16A7-001",1,"q14.1",4536
"136618","ENSG00000100156","ENST00000320521","22",62.38,23539,"SLC16A8","SLC16A8-001",-1,"q13.1",1878
"136621","ENSG00000165449","ENST00000395348","10",40.06,220963,"SLC16A9","SLC16A9-001",-1,"q21.2",4174
"136624","ENSG00000124568","ENST00000244527","6",36.74,6568,"SLC17A1","SLC17A1-001",-1,"p22.2",1844
"136631","ENSG00000112337","ENST00000377850","6",39.38,10246,"SLC17A2","SLC17A2-201",-1,"p22.2",2525
"136634","ENSG00000124564","ENST00000397060","6",38.42,10786,"SLC17A3","SLC17A3-002",-1,"p22.2",2052
"136642","ENSG00000146039","ENST00000377905","6",39.49,10050,"SLC17A4","SLC17A4-001",1,"p22.2",3616
"136645","ENSG00000119899","ENST00000355773","6",42.24,26503,"SLC17A5","SLC17A5-001",-1,"q13",3455
"136648","ENSG00000091664","ENST00000263160","11",36.54,57084,"SLC17A6","SLC17A6-001",1,"p14.3",3949
"136650","ENSG00000104888","ENST00000221485","19",57.71,57030,"SLC17A7","SLC17A7-001",-1,"q13.33",2973
"136656","ENSG00000179520","ENST00000323346","12",42.25,246213,"SLC17A8","SLC17A8-001",1,"q23.1",3983
"136662","ENSG00000101194","ENST00000488738","20",61.85,63910,"SLC17A9","SLC17A9-005",1,"q13.33",3992
"136675","ENSG00000036565","ENST00000440926","8",44,6570,"SLC18A1","SLC18A1-202",-1,"p21.3",2956
"136678","ENSG00000165646","ENST00000497497","10",45.79,6571,"SLC18A2","SLC18A2-002",1,"q25.3",4125
"136679","ENSG00000187714","ENST00000374115","10",67.22,6572,"SLC18A3","SLC18A3-001",1,"q11.23",2419
"136685","ENSG00000173638","ENST00000311124","21",59.34,101928717,"SLC19A1","SLC19A1-001",-1,"q22.3",3811
"136706","ENSG00000117479","ENST00000236137","1",38.72,10560,"SLC19A2","SLC19A2-001",-1,"q24.2",3671
"136708","ENSG00000135917","ENST00000425817","2",41.62,80704,"SLC19A3","SLC19A3-002",-1,"q36.3",3517
"136717","ENSG00000106688","ENST00000262352","9",42.12,6505,"SLC1A1","SLC1A1-001",1,"p24.2",3722
"136720","ENSG00000110436","ENST00000278379","11",42.2,6506,"SLC1A2","SLC1A2-001",-1,"p13",11696
"136728","ENSG00000079215","ENST00000265113","5",40.36,6507,"SLC1A3","SLC1A3-001",1,"p13.2",4170
"136746","ENSG00000115902","ENST00000480594","2",45.52,6509,"SLC1A4","SLC1A4-002",1,"p14",5789
"136747","ENSG00000105281","ENST00000542575","19",54.4,6510,"SLC1A5","SLC1A5-001",-1,"q13.32",2882
"136758","ENSG00000105143","ENST00000596697","19",46.49,6511,"SLC1A6","SLC1A6-006",-1,"p13.12",3264
"136764","ENSG00000162383","ENST00000371494","1",53.19,6512,"SLC1A7","SLC1A7-001",-1,"p32.3",2637
"136767","ENSG00000144136","ENST00000272542","2",42.45,6574,"SLC20A1","SLC20A1-001",1,"q13",3381
"136776","ENSG00000168575","ENST00000342228","8",44.17,6575,"SLC20A2","SLC20A2-001",-1,"p11.21",3657
"136790","ENSG00000175003","ENST00000366963","6",46.39,6580,"SLC22A1","SLC22A1-001",1,"q25.3",1948
"136798","ENSG00000184999","ENST00000533483","11",39.45,387775,"SLC22A10","SLC22A10-001",1,"q12.3",2234
"136805","ENSG00000168065","ENST00000301891","11",56.68,55867,"SLC22A11","SLC22A11-001",1,"q13.1",3860
"136814","ENSG00000197891","ENST00000377574","11",58.61,116085,"SLC22A12","SLC22A12-001",1,"q13.1",3206
"136818","ENSG00000172940","ENST00000311856","3",49.78,9390,"SLC22A13","SLC22A13-001",1,"p22.2",2555
"136823","ENSG00000144671","ENST00000496724","3",46.67,9389,"SLC22A14","SLC22A14-004",1,"p22.2",2277
"136825","ENSG00000163393","ENST00000369503","1",39.5,55356,"SLC22A15","SLC22A15-001",1,"p13.1",4720
"136830","ENSG00000004809","ENST00000368919","6",41.32,85413,"SLC22A16","SLC22A16-001",-1,"q21",1987
"136838","ENSG00000092096","ENST00000354772","14",57.86,51310,"SLC22A17","SLC22A17-001",-1,"q11.2",2409
"136854","ENSG00000110628","ENST00000467719","11",61.48,5002,"SLC22A18","SLC22A18-013",1,"p15.4",2635
"136860","ENSG00000254827","ENST00000533594","11",59.05,5003,"SLC22A18AS","SLC22A18AS-001",-1,"p15.4",1659
"136867","ENSG00000112499","ENST00000366952","6",41.52,6582,"SLC22A2","SLC22A2-003",-1,"q25.3",3737
"136869","ENSG00000197847","ENST00000525437","11",50.83,440044,"SLC22A20","SLC22A20-003",1,"q13.1",3196
"136875","ENSG00000137266","ENST00000436008","6",47.61,63027,"SLC22A23","SLC22A23-002",-1,"p25.2",6641
"136887","ENSG00000197658","ENST00000417740","11",39.26,283238,"SLC22A24","SLC22A24-003",-1,"q12.3",2098
"136891","ENSG00000196600","ENST00000528239","11",39.58,387601,"SLC22A25","SLC22A25-002",-1,"q12.3",3699
"136895","ENSG00000146477","ENST00000392145","6",41.72,6581,"SLC22A3","SLC22A3-201",1,"q25.3",5627
"136896","ENSG00000259803","ENST00000562855","16",65.08,146429,"SLC22A31","SLC22A31-006",-1,"q24.3",1672
"136901","ENSG00000197208","ENST00000200652","5",44.97,6583,"SLC22A4","SLC22A4-001",1,"q31.1",2201
"136907","ENSG00000197375","ENST00000461013","5",48.32,6584,"SLC22A5","SLC22A5-006",1,"q31.1",10435
"136915","ENSG00000197901","ENST00000377871","11",46.08,9356,"SLC22A6","SLC22A6-002",-1,"q12.3",2151
"136925","ENSG00000137204","ENST00000372585","6",53.7,10864,"SLC22A7","SLC22A7-004",1,"p21.1",2555
"136928","ENSG00000149452","ENST00000539841","11",50.4,9376,"SLC22A8","SLC22A8-005",-1,"q12.3",7578
"136939","ENSG00000149742","ENST00000279178","11",37.6,114571,"SLC22A9","SLC22A9-001",1,"q12.3",2343
"136941","ENSG00000170482","ENST00000353963","5",50.51,9963,"SLC23A1","SLC23A1-002",-1,"q31.2",2303
"136949","ENSG00000089057","ENST00000379333","20",44.93,9962,"SLC23A2","SLC23A2-001",-1,"p13",6962
"136954","ENSG00000213901","ENST00000498327","2",43.87,151295,"SLC23A3","SLC23A3-012",-1,"q35",4222
"136971","ENSG00000074621","ENST00000261892","15",44.73,9187,"SLC24A1","SLC24A1-001",1,"q22.31",5768
"136979","ENSG00000155886","ENST00000341998","9",39.68,25769,"SLC24A2","SLC24A2-001",-1,"p22.1",10749
"136981","ENSG00000185052","ENST00000328041","20",43.88,57419,"SLC24A3","SLC24A3-001",1,"p11.23",3929
"136989","ENSG00000140090","ENST00000526482","14",47.88,123041,"SLC24A4","SLC24A4-005",1,"q32.12",4747
"136993","ENSG00000188467","ENST00000482911","15",35.32,283652,"SLC24A5","SLC24A5-002",1,"q21.1",2984
"136996","ENSG00000100075","ENST00000215882","22",67.53,6576,"SLC25A1","SLC25A1-001",-1,"q11.21",1641
"137007","ENSG00000183048","ENST00000331531","17",61.02,1468,"SLC25A10","SLC25A10-001",1,"q25.3",1946
"137016","ENSG00000108528","ENST00000574710","17",58.68,8402,"SLC25A11","SLC25A11-002",-1,"p13.2",2176
"137020","ENSG00000115840","ENST00000422440","2",40.25,8604,"SLC25A12","SLC25A12-001",-1,"q31.1",2979
"137038","ENSG00000004864","ENST00000416240","7",39.76,10165,"SLC25A13","SLC25A13-201",-1,"q21.3",3192
"137053","ENSG00000102078","ENST00000543953","X",37.86,9016,"SLC25A14","SLC25A14-201",1,"q26.1",1621
"137055","ENSG00000102743","ENST00000338625","13",46.36,10166,"SLC25A15","SLC25A15-005",1,"q14.11",1586
"137059","ENSG00000122912","ENST00000609923","10",43.34,8034,"SLC25A16","SLC25A16-002",-1,"q21.3",6529
"137067","ENSG00000100372","ENST00000491545","22",41.77,10478,"SLC25A17","SLC25A17-002",-1,"q13.2",2530
"137087","ENSG00000182902","ENST00000467228","22",50.8,83733,"SLC25A18","SLC25A18-003",1,"q11.21",2454
"137092","ENSG00000125454","ENST00000402418","17",50.69,60386,"SLC25A19","SLC25A19-005",-1,"q25.1",2331
"137105","ENSG00000120329","ENST00000239451","5",50.25,83884,"SLC25A2","SLC25A2-001",-1,"q31.3",1417
"137108","ENSG00000178537","ENST00000319017","3",47.4,788,"SLC25A20","SLC25A20-001",-1,"p21.31",1879
"137113","ENSG00000183032","ENST00000331299","14",38.41,89874,"SLC25A21","SLC25A21-001",-1,"q13.3",2785
"137117","ENSG00000177542","ENST00000320230","11",65.63,79751,"SLC25A22","SLC25A22-001",-1,"p15.5",2894
"137146","ENSG00000125648","ENST00000301454","19",52.6,79085,"SLC25A23","SLC25A23-001",-1,"p13.3",3425
"137154","ENSG00000085491","ENST00000565488","1",39.44,29957,"SLC25A24","SLC25A24-001",-1,"p13.3",4271
"137160","ENSG00000148339","ENST00000373066","9",49.9,114789,"SLC25A25","SLC25A25-001",1,"q34.11",3714
"137174","ENSG00000144741","ENST00000464350","3",40.17,115286,"SLC25A26","SLC25A26-003",1,"p14.1",3879
"137179","ENSG00000153291","ENST00000371347","6",37.86,9481,"SLC25A27","SLC25A27-001",1,"p12.3",2963
"137189","ENSG00000155287","ENST00000370495","10",45.04,81894,"SLC25A28","SLC25A28-001",-1,"q24.2",1448
"137193","ENSG00000197119","ENST00000554912","14",57.04,123096,"SLC25A29","SLC25A29-005",-1,"q32.2",5169
"137216","ENSG00000075415","ENST00000546766","12",41.8,5250,"SLC25A3","SLC25A3-003",1,"q23.1",3236
"137230","ENSG00000174032","ENST00000523988","13",42.94,253512,"SLC25A30","SLC25A30-004",-1,"q14.13",6041
"137237","ENSG00000151475","ENST00000281154","4",36.59,83447,"SLC25A31","SLC25A31-001",1,"q28.1",1835
"137238","ENSG00000164933","ENST00000297578","8",36.96,81034,"SLC25A32","SLC25A32-003",-1,"q22.3",2891
"137244","ENSG00000171612","ENST00000302692","1",45.5,84275,"SLC25A33","SLC25A33-001",1,"p36.22",3854
"137245","ENSG00000162461","ENST00000294454","1",58.85,284723,"SLC25A34","SLC25A34-001",1,"p36.21",2986
"137249","ENSG00000125434","ENST00000380067","17",55.32,399512,"SLC25A35","SLC25A35-003",-1,"p13.1",2785
"137256","ENSG00000114120","ENST00000446041","3",35.47,55186,"SLC25A36","SLC25A36-001",1,"q23",4638
"137270","ENSG00000147454","ENST00000519973","8",48.45,51312,"SLC25A37","SLC25A37-001",1,"p21.2",4823
"137282","ENSG00000144659","ENST00000273158","3",46.41,54977,"SLC25A38","SLC25A38-001",1,"p22.1",2123
"137285","ENSG00000013306","ENST00000591006","17",61.11,51629,"SLC25A39","SLC25A39-004",-1,"q21.31",2217
"137301","ENSG00000151729","ENST00000281456","4",46.96,291,"SLC25A4","SLC25A4-001",1,"q35.1",4440
"137303","ENSG00000075303","ENST00000341119","7",35.47,55972,"SLC25A40","SLC25A40-001",-1,"q21.12",4045
"137312","ENSG00000181240","ENST00000458275","19",50.86,284427,"SLC25A41","SLC25A41-002",-1,"p13.3",1630
"137314","ENSG00000181035","ENST00000318596","19",52.59,284439,"SLC25A42","SLC25A42-001",1,"p13.11",3120
"137320","ENSG00000077713","ENST00000217909","X",45.34,203427,"SLC25A43","SLC25A43-001",1,"q24",2783
"137326","ENSG00000160785","ENST00000469537","1",48.19,9673,"SLC25A44","SLC25A44-002",1,"q22",6952
"137334","ENSG00000162241","ENST00000531791","11",59.38,283130,"SLC25A45","SLC25A45-002",-1,"q13.1",7118
"137354","ENSG00000164209","ENST00000513706","5",35.22,91137,"SLC25A46","SLC25A46-006",1,"q22.1",6232
"137357","ENSG00000140107","ENST00000361529","14",60.96,283600,"SLC25A47","SLC25A47-001",1,"q32.2",1738
"137359","ENSG00000145832","ENST00000425402","5",47.39,153328,"SLC25A48","SLC25A48-002",1,"q31.1",2062
